WARNING  mypy.lib.stock.backtrader.backtrader_helper:backtrader_helper.py:199 🟠 pytest 模式, 不显示回测图
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.22, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.22 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.19, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.19 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.2, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.2 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.18, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.18 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.2, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.2 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.19, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.19 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.17, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.17 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.18, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.18 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.16, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.16 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.11, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.11 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.1, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.1 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.12, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.12 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.14, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.14 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.16, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.16 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.18, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.18 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.15, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.15 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.17, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.17 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.21, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.21 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.23, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.23 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.27, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.27 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.23, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.23 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.24, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.24 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.27, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.27 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.27, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.27 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.29, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.29 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.3, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.3 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.27, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.27 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.26, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.26 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.28, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.28 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.3, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.3 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.26, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.26 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.27, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.27 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.27, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.27 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.29, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.29 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.33, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.33 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.31, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.31 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.34, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.34 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.36, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.36 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.33, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.33 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.32, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.32 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.36, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.36 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.35, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.35 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.35, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.35 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.4, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.4 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.42, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.42 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.38, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.38 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.36, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.36 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.35, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.35 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.33, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.33 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.32, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.32 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.34, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.34 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.41, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.41 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.38, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.38 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.39, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.39 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.37, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.37 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.4, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.4 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.39, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.39 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.42, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.42 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.42, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.42 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.44, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.44 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.49, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.49 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.53, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.53 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.47, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.47 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.5, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.5 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.49, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.49 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.49, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.49 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.48, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.48 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.45, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.45 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.54, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.54 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.58, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.58 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.63, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.63 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.63, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.63 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.67, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.67 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.7, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.7 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.67, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.67 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.6, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.6 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.57, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.57 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.69, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.69 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.71, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.71 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.71, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.71 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.72, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.72 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.71, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.71 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.76, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.76 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.7, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.7 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.69, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.69 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.68, 上界:56.202, 下界:53.998
